100.10,1499807889,12.52,25,192269,10.13,133665,12.31,179421,11.95,189557,12.58,175435,8.47,205142,11.86,-39740000,0.00,-39690000,0.00,1
100.10,1499808545,12.57,24,188128,10.22,124727,12.49,177515,12.13,178021,12.67,174967,8.93,204486,11.77,-39740000,0.00,-39700000,0.00,2
100.10,1499809202,12.57,26,191908,10.04,117682,12.31,173388,12.22,175531,12.76,174409,8.93,203805,11.50,-39730000,0.00,-39690000,0.00,3
100.10,1499809859,12.57,27,191876,10.68,113701,12.94,171929,11.86,175370,12.94,174103,9.21,203454,12.85,-39730000,0.00,-39680000,0.00,4
100.10,1499810516,12.57,27,191556,10.22,109216,12.49,174319,12.04,186250,13.03,173910,9.12,203211,11.86,-39710000,0.00,-39710000,0.00,5
100.10,1499811173,12.58,28,191511,9.86,106356,12.22,174009,11.77,190879,12.76,173749,8.75,202984,11.04,-39750000,0.00,-39730000,0.00,6
100.10,1499811830,12.58,28,191098,9.49,104392,11.95,172435,12.22,205090,12.85,173579,8.84,202774,10.04,-39730000,0.00,-39720000,0.00,7
100.10,1499812487,12.58,28,191984,9.95,104334,12.49,173688,12.58,211847,13.21,173544,9.03,202725,9.95,-39730000,0.00,-39710000,0.00,8
100.10,1499813144,12.58,28,191556,10.32,103898,12.85,174098,12.67,200052,13.30,173511,9.21,202679,10.77,-39740000,0.00,-39720000,0.00,9
100.10,1499813802,12.58,27,191407,10.50,102918,12.94,176228,12.67,206486,13.56,173514,9.30,202705,10.86,-39740000,0.00,-39750000,0.00,10
100.10,1499814459,12.60,27,191323,10.41,102131,13.03,174427,12.49,187212,13.56,173510,9.21,202707,11.41,-39750000,0.00,-39700000,0.00,11
100.10,1499815116,12.60,27,191197,10.32,101091,12.94,175150,12.22,169401,13.12,173462,9.12,202650,11.86,-39740000,0.00,-39730000,0.00,12
100.10,1499815773,12.60,27,191103,10.59,100517,13.12,174985,12.40,186346,13.12,173463,9.40,202669,12.49,-39750000,0.00,-39740000,0.00,13
100.10,1499816429,12.60,27,191099,10.77,100082,13.38,175062,12.31,178281,13.30,173487,9.40,202712,12.85,-39750000,0.00,-39690000,0.00,14
100.10,1499817086,12.60,27,190918,10.50,98931,12.94,176007,12.04,175330,13.03,173443,9.12,202633,12.40,-39690000,0.00,-39750000,0.00,15
100.10,1499817743,12.60,27,190925,11.32,99552,13.74,177014,11.86,185238,12.94,173389,9.30,202584,12.94,-39730000,0.00,-39690000,0.00,16
100.10,1499818400,12.60,27,191188,11.68,99334,14.01,178797,11.86,195319,13.12,173376,9.30,202579,13.21,-39710000,0.00,-39710000,0.00,17
100.10,1499819057,12.60,26,191066,11.04,97653,13.30,178769,12.22,197565,13.30,173420,9.21,202642,12.76,-39710000,0.00,-39740000,0.00,18
100.10,1499819714,12.60,26,190978,10.95,97253,13.38,179305,12.22,225338,13.56,173474,9.30,202719,12.40,-39700000,0.00,-39710000,0.00,19
100.10,1499820370,12.60,25,191048,11.14,96975,13.47,179747,12.31,208725,13.47,173564,9.58,202789,12.40,-39730000,0.00,-39740000,0.00,20
100.10,1499821026,12.60,25,191040,11.04,96307,13.21,180624,12.49,212172,13.65,173686,9.58,202920,11.77,-39750000,0.00,-39760000,0.00,21
100.10,1499821683,12.60,24,190914,10.50,95524,12.85,180490,12.22,211724,13.56,173720,9.49,202938,11.41,-39730000,0.00,-39720000,0.00,22
100.10,1499822339,12.60,25,191044,10.50,95082,12.76,181755,11.95,327531,13.47,173676,9.21,202932,11.68,-39740000,0.00,-39760000,0.00,23
