100.1,1499814316,12.82,25,83121,10.22,146166,7.34,159373,9.67,170217,6.30,171163,13.12,119446,18.42,130982,8.47,119251,14.45,1
100.1,1499814950,12.94,21,83338,9.67,146221,7.15,159500,9.30,171655,5.91,171885,13.21,119390,18.60,130842,8.19,119713,14.54,2
100.1,1499815585,12.94,21,83294,10.04,146174,7.63,159462,9.76,173069,6.01,171918,13.21,119350,18.51,130827,8.38,119804,14.63,3
100.1,1499816220,12.94,21,83680,9.76,146163,7.63,159451,10.13,172967,6.01,172025,12.94,119343,18.60,130915,8.47,119723,14.72,4
100.1,1499816855,12.94,21,83272,9.95,146168,7.15,159466,9.49,172912,6.01,171324,12.49,119348,18.42,130962,8.38,119753,14.63,5
100.1,1499817490,12.94,21,83067,10.13,146126,7.25,159404,10.22,173192,5.82,171058,12.67,119308,18.60,130992,8.47,119767,14.81,6
100.1,1499818125,12.94,21,83707,9.86,146127,7.81,159406,10.22,174552,5.91,171236,12.67,119302,18.51,131023,8.56,119816,14.81,7
100.1,1499818759,12.94,20,83524,10.13,146145,7.25,159420,9.95,173205,5.91,171401,12.58,119316,18.33,131086,8.47,119754,14.81,8
100.1,1499819394,12.94,20,84193,9.86,146187,7.44,159472,10.04,173991,6.01,171071,12.40,119344,18.16,131084,8.47,119822,14.81,9
100.1,1499820029,12.94,19,83814,10.04,146242,7.25,159540,10.04,175166,6.39,170657,12.22,119377,17.89,131169,8.47,119893,14.63,10
100.1,1499820663,12.94,19,83262,10.68,146322,7.63,159614,10.13,175469,6.49,171322,12.13,119438,17.81,131266,8.47,119933,14.54,11
100.1,1499821297,12.94,18,83088,10.59,146393,7.81,159679,10.13,174800,6.30,170640,12.22,119479,17.72,131319,8.38,120056,14.54,12
100.1,1499821931,12.94,18,83956,9.76,146414,7.25,159698,9.67,174467,5.72,171079,12.13,119503,17.72,131375,8.28,120078,14.54,13
100.1,1499822565,12.94,18,84023,9.86,146450,7.15,159738,9.58,174626,5.82,170318,11.95,119536,17.72,131436,8.19,120157,14.54,14
