100.99,1499807577,-81
100.99,1499807582,-81
100.99,1499807586,-80
100.99,1499807591,-81
100.99,1499807595,-80
100.99,1499807600,-80
100.99,1499807604,-80
100.99,1499807615,-80
100.99,1499807620,-80
100.99,1499807624,-80
100.99,1499807629,-80
100.99,1499807634,-80
100.99,1499807638,-80
100.10,1499807889,-102
100.10,1499808545,-101
100.10,1499809202,-104
100.10,1499809859,-101
100.10,1499810516,-103
100.10,1499811173,-102
100.10,1499811830,-103
100.10,1499812487,-103
100.10,1499813144,-103
100.10,1499813802,-102
100.10,1499814459,-101
100.10,1499815116,-101
100.10,1499815773,-102
100.99,1499816148,-54
100.99,1499816155,-54
100.99,1499816160,-55
100.99,1499816164,-55
100.99,1499816169,-54
100.99,1499816173,-55
100.99,1499816178,-55
100.99,1499816183,-55
100.99,1499816187,-55
100.99,1499816192,-55
100.99,1499816196,-56
100.99,1499816201,-55
100.10,1499816429,-103
100.10,1499817086,-103
100.10,1499817743,-101
100.10,1499818400,-103
100.10,1499819057,-103
100.10,1499819714,-102
100.10,1499820370,-102
100.10,1499821026,-103
100.10,1499821683,-103
100.10,1499822339,-102
100.10,1499824308,-107
100.10,1499824964,-105
100.10,1499827589,-107
100.10,1499828245,-106
100.10,1499828900,-106
100.10,1499832176,-105
100.10,1499834795,-104
100.10,1499836104,-106
100.10,1499836758,-105
100.10,1499837412,-104
100.10,1499838720,-105
100.10,1499840681,-107
100.10,1499841335,-105
100.10,1499841988,-107
100.10,1499843295,-104
100.10,1499843949,-109
100.10,1499845255,-106
100.10,1499845908,-107
100.10,1499846561,-107
100.10,1499849173,-107
100.10,1499850478,-106
100.10,1499851131,-104
100.10,1499853742,-105
100.10,1499858309,-108
100.10,1499858961,-107
100.10,1499859613,-106
100.10,1499865482,-108
100.10,1499868742,-106
100.10,1499872007,-105
100.10,1499873967,-107
100.10,1499878554,-104
100.10,1499881171,-104
100.10,1499881825,-105
100.10,1499882480,-107
100.10,1499883134,-104
100.10,1499883789,-106
100.10,1499886411,-106
100.10,1499887066,-109
100.10,1499887722,-106
100.10,1499913386,-101
100.10,1499913473,-102
100.10,1499914103,-100
100.10,1499914732,-102
100.10,1499915362,-102
100.10,1499915992,-103
100.10,1499916622,-103
100.10,1499917251,-103
100.10,1499917881,-103
100.10,1499918511,-103
100.10,1499919141,-103
100.10,1499919770,-102
100.10,1499920400,-101
100.10,1499921029,-101
100.10,1499921658,-103
100.10,1499922287,-102
100.10,1499922915,-103
100.10,1499923544,-101
100.10,1499924172,-102
100.10,1499924801,-103
100.10,1499925430,-103
100.10,1499926059,-103
100.10,1499926688,-103
100.10,1499927316,-102
100.10,1499927316,-103
100.10,1499927945,-102
100.10,1499928574,-102
100.10,1499929202,-103
100.10,1499929831,-102
100.10,1499930460,-102
100.10,1499931088,-101
100.10,1499931717,-103
100.10,1499932345,-103
100.10,1499932974,-103
100.10,1499933602,-103
100.10,1499934230,-102
100.10,1499934858,-101
100.10,1499934859,-101
100.10,1499935487,-102
100.10,1499936115,-102
100.10,1499936743,-103
100.10,1499937371,-103
100.10,1499937999,-101
100.10,1499938627,-103
100.10,1499939255,-101
100.10,1499939883,-102
100.10,1499940510,-102
100.10,1499941138,-102
100.10,1499941766,-103
100.10,1499942393,-102
100.10,1499943021,-102
100.10,1499943648,-103
100.10,1499944275,-102
100.10,1499944903,-103
100.10,1499945530,-103
100.10,1499946157,-102
100.10,1499946785,-103
100.10,1499947412,-103
100.10,1499948039,-103
100.10,1499948667,-102
100.10,1499949294,-103
100.10,1499949921,-102
100.10,1499950549,-102
100.10,1499951176,-103
100.10,1499951804,-103
100.10,1499951804,-103
100.10,1499952431,-103
100.10,1499953059,-103
100.10,1499953687,-101
100.10,1499954315,-102
100.10,1499954943,-102
100.10,1499955571,-103
100.10,1499956199,-103
100.10,1499956828,-103
100.10,1499957457,-104
100.10,1499958086,-102
100.10,1499958715,-103
100.10,1499959344,-102
100.10,1499959974,-102
100.10,1499960604,-103
100.10,1499961233,-102
100.10,1499961863,-103
100.10,1499962493,-101
100.10,1499963124,-103
100.10,1499963755,-102
100.10,1499964386,-103
100.10,1499965018,-102
100.10,1499965649,-102
100.10,1499966282,-102
100.10,1499966914,-104
100.10,1499967547,-103
100.10,1499968179,-104
100.10,1499968813,-103
100.10,1499969446,-102
100.10,1499970079,-103
100.10,1499970712,-102
100.10,1499971345,-102
100.10,1499971979,-102
100.10,1499972613,-103
100.10,1499973247,-102
100.10,1499973881,-104
100.10,1499974515,-104
100.10,1499975149,-101
100.10,1499975784,-103
100.10,1499976418,-102
100.10,1499977052,-102
100.10,1499977686,-103
100.10,1499978321,-104
100.10,1499978955,-103
100.10,1499979590,-103
100.10,1499980225,-102
100.10,1499980859,-102
100.10,1499981494,-102
100.10,1499982129,-103
100.10,1499982764,-102
100.10,1499983399,-102
100.10,1499984034,-103
100.10,1499984669,-103
100.10,1499985304,-102
100.10,1499985939,-102
100.10,1499986575,-101
100.10,1499986712,-102
100.10,1499986763,-103
100.10,1499987397,-103
100.10,1499988031,-101
100.10,1499988664,-103
100.10,1499989298,-103
100.10,1499989931,-101
100.10,1499990565,-102
100.10,1499991198,-101
100.10,1499991832,-102
100.10,1499992465,-101
100.10,1499993098,-103
100.10,1499993732,-100
100.10,1499994365,-101
100.10,1499994998,-103
100.10,1499995631,-101
100.10,1499996264,-101
100.10,1499996897,-103
100.10,1499997530,-102
100.10,1499998163,-102
100.10,1499998795,-101
100.10,1499999428,-102
100.10,1500000060,-101
100.10,1500000693,-102
100.10,1500001325,-101
100.10,1500001957,-102
100.10,1500002590,-102
100.10,1500003222,-102
100.10,1500003854,-101
100.10,1500004486,-101
100.10,1500005118,-102
100.10,1500005750,-102
100.10,1500006382,-102
100.10,1500007014,-102
100.10,1500007645,-101
100.10,1500008276,-102
100.10,1500008908,-101
100.10,1500009539,-102
100.10,1500010170,-102
100.10,1500010801,-102
100.10,1500011431,-103
100.10,1500012062,-101
100.10,1500012692,-102
100.10,1500013323,-101
100.10,1500013953,-103
100.10,1500014583,-103
100.10,1500015213,-101
100.10,1500015842,-102
100.10,1500016472,-102
100.10,1500017101,-102
100.10,1500017730,-101
100.10,1500018359,-101
100.10,1500018988,-101
100.10,1500019617,-103
100.10,1500020245,-102
100.10,1500020874,-101
100.10,1500021502,-102
100.10,1500022131,-102
100.10,1500022759,-102
100.10,1500023387,-102
100.10,1500024015,-101
100.10,1500024643,-100
100.10,1500025271,-103
100.10,1500025899,-102
100.10,1500026527,-101
100.10,1500027155,-101
100.10,1500027783,-101
100.10,1500028411,-101
100.10,1500029039,-102
100.10,1500029667,-101
100.10,1500030295,-102
100.10,1500030923,-101
100.10,1500031551,-101
100.10,1500032179,-102
100.10,1500032806,-103
100.10,1500033434,-103
100.10,1500034062,-102
100.10,1500034690,-102
100.10,1500035318,-103
100.10,1500035946,-102
100.10,1500036574,-102
100.10,1500037202,-101
100.10,1500037830,-100
100.10,1500038458,-102
100.10,1500039086,-101
100.10,1500039714,-102
100.10,1500040343,-102
100.10,1500040971,-101
100.10,1500041600,-102
100.10,1500042228,-101
100.10,1500042857,-102
100.10,1500043486,-102
100.10,1500044115,-103
100.10,1500044745,-101
100.10,1500045375,-102
100.10,1500046004,-102
100.10,1500046634,-102
100.10,1500047265,-101
100.10,1500047895,-101
100.10,1500048526,-102
100.10,1500049157,-102
